RespondantID,Brand,Cores,RAM,HardDrive,DSize,DQuality,TouchScreen,Rating
42,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
42,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,4
42,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,2
42,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,8
42,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
42,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
42,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
43,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,6
43,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,4
43,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,5
43,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
43,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
43,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
43,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,3
43,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,1
43,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,9
44,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
44,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,6
44,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
44,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,5
44,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
44,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,6
44,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
44,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,7
44,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
45,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
45,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,1
45,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,7
45,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
45,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,4
45,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,4
45,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,6
45,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,5
45,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,3
46,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,7
46,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,7
46,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
46,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
46,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,9
46,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,7
46,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
46,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
46,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,1
47,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,6
47,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
47,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,3
47,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
47,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,3
47,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,6
47,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
47,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
47,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,4
48,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
48,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
48,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,3
48,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,3
48,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
48,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,5
48,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,3
48,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,2
48,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,2
49,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,9
49,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,4
49,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,5
49,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,9
49,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,7
49,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,2
49,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,3
49,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,1
49,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,8
50,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,6
50,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
50,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,8
50,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,1
50,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,6
50,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,7
50,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,4
50,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,7
50,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,4
51,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,5
51,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,5
51,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,6
51,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,3
51,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,5
51,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
51,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
51,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
51,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
52,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
52,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
52,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,9
52,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,4
52,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
52,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,6
52,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,3
52,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,4
52,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,6
53,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,4
53,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,8
53,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
53,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,5
53,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,7
53,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,2
53,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,9
53,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,8
53,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
54,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
54,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
54,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,4
54,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
54,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,5
54,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,5
54,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,7
54,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
54,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,2
55,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,4
55,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,6
55,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,3
55,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,1
55,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,1
55,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
55,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,4
55,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
55,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,7
56,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,6
56,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,2
56,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
56,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,9
56,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,2
56,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,4
56,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,6
56,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,6
56,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,2
57,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,3
57,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,8
57,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,2
57,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,4
57,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
57,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,2
57,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
57,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,4
57,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
58,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,3
58,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
58,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
58,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,8
58,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,5
58,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
58,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,7
58,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,2
58,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,7
59,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,3
59,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,1
59,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
59,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
59,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,5
59,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,1
59,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,8
59,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,3
59,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,9
60,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,2
60,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
60,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,5
60,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
60,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,5
60,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
60,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,7
60,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,5
60,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,2
61,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
61,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,4
61,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,3
61,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,2
61,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,3
61,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
61,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,4
61,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,4
61,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
62,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,7
62,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
62,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
62,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
62,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,9
62,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,4
62,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
62,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,1
62,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
63,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,1
63,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,6
63,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,3
63,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
63,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
63,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,8
63,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,6
63,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
63,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
64,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
64,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,2
64,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,1
64,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,3
64,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,9
64,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,6
64,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,4
64,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,3
64,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,4
65,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
65,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,7
65,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
65,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,2
65,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,2
65,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,8
65,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
65,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,2
65,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,3
66,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,2
66,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,1
66,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
66,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,2
66,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,6
66,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
66,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
66,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,7
66,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,8
67,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,5
67,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,9
67,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,3
67,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,7
67,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,6
67,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,7
67,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,6
67,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
67,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,6
68,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,7
68,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
68,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,7
68,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,5
68,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,8
68,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,1
68,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,2
68,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,6
68,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,6
69,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,3
69,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,6
69,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,5
69,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
69,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,4
69,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,6
69,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,6
69,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,4
69,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,2
70,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,7
70,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
70,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,7
70,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,2
70,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,2
70,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,8
70,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
70,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,5
70,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
71,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,7
71,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
71,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,2
71,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,2
71,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,8
71,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,2
71,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,5
71,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,9
71,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,2
72,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,5
72,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,1
72,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
72,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,3
72,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,1
72,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,4
72,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
72,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,3
72,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,8
73,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,9
73,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,7
73,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,3
73,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,3
73,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,5
73,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,5
73,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,8
73,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,4
73,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
74,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
74,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,5
74,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,3
74,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,3
74,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,2
74,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,8
74,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,5
74,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,2
74,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
75,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,1
75,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,3
75,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,1
75,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,6
75,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
75,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,9
75,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
75,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,1
75,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,7
76,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,6
76,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,5
76,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
76,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,3
76,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
76,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
76,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,1
76,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,2
76,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,9
77,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,3
77,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,6
77,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,1
77,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,3
77,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,5
77,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,5
77,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,8
77,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,6
77,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,9
78,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,2
78,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,2
78,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,7
78,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,4
78,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,8
78,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
78,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,5
78,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
78,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,2
79,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,2
79,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
79,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,6
79,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,4
79,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
79,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,9
79,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,2
79,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,4
79,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,3
80,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,9
80,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,4
80,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,5
80,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,4
80,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,6
80,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
80,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
80,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,5
80,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
81,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,6
81,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,9
81,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,6
81,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
81,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,3
81,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,7
81,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,2
81,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,4
81,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,3
82,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,1
82,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,9
82,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,5
82,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,4
82,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,8
82,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,8
82,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
82,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,7
82,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
83,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,8
83,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,5
83,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,4
83,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,8
83,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
